SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,555 Randolph St,Napa,CA,94559,1355880,3,2,Napa,2122,6490,1880,232,639,,Active,,,http://www.redfin.com/CA/Napa/555-Randolph-St-94559/home/12187775,BAREIS,21717052,N,Y,38.2946663,-122.2862156
MLS Listing,,Single Family Residential,6091 Dry Creek Rd,Napa,CA,94558,1575000,3,2.5,Napa,2500,522720,2007,312,630,,Active,,,http://www.redfin.com/CA/Napa/6091-Dry-Creek-Rd-94558/home/12200150,BAREIS,21710694,N,Y,38.4093834,-122.4481469
MLS Listing,,Single Family Residential,50 Capell Valley Crst,Napa,CA,94558,1295000,3,2.5,Berryessa,2430,2639300,2006,321,533,,Active,,,http://www.redfin.com/CA/Napa/50-Capell-Valley-Crst-94558/home/12200654,BAREIS,21709860,N,Y,38.484206,-122.225756
MLS Listing,,Single Family Residential,10 Catalpa Ct,Napa,CA,94558,679000,3,3.5,Circle Oaks,2662,10838,1986,399,255,29,Active,,,http://www.redfin.com/CA/Napa/10-Catalpa-Ct-94558/home/12200744,BAREIS,21702853,N,Y,38.413976,-122.215485
For-Sale-by-Owner Listing,,Single Family Residential,140 Harrison Ave,Napa,CA,94558,495000,3,2,Napa,1319,5227,1941,238,375,,Active,,,http://www.redfin.com/CA/Napa/140-Harrison-Ave-94558/home/12188329,Fizber.com,4925064,N,Y,38.2966401,-122.3076291
New Construction Home,,Single Family Residential,116 Riordan Ln,Napa,CA,94558,874380,3,2,Laurel Park Estates,2149,,2018,21,407,,Active,,,http://www.redfin.com/CA/Napa/116-Riordan-Ln-94558/home/144949215,NewHomeSource.com,1422067,N,Y,38.317054,-122.301921
New Construction Home,,Single Family Residential,108 Riordan Ln,Napa,CA,94558,885730,4,2.5,Laurel Park Estates,2375,,2018,21,373,,Active,,,http://www.redfin.com/CA/Napa/108-Riordan-Ln-94558/home/144949213,NewHomeSource.com,1422056,N,Y,38.317054,-122.301921
New Construction Home,,Single Family Residential,124 Riordan Ln,Napa,CA,94558,890030,4,2.5,Laurel Park Estates,2375,,2018,21,375,,Active,,,http://www.redfin.com/CA/Napa/124-Riordan-Ln-94558/home/144949212,NewHomeSource.com,1422080,N,Y,38.317054,-122.301921
New Construction Home,,Single Family Residential,132 Riordan Ln,Napa,CA,94558,977140,5,3.5,Laurel Park Estates,2821,,2018,21,346,,Active,,,http://www.redfin.com/CA/Napa/132-Riordan-Ln-94558/home/144949209,NewHomeSource.com,1422097,N,Y,38.317054,-122.301921
New Construction Plan,,Single Family Residential,Plan 1,Napa,CA,94558,839900,3,2,Laurel Park Estates,2149,,,,391,,Active,,,http://www.redfin.com/CA/Napa/Laurel-Park-Estates/Plan-1/home/145086164,NewHomeSource.com,Plan-31460035,N,Y,38.296059,-122.314977
New Construction Plan,,Single Family Residential,Plan 2,Napa,CA,94558,869900,4,2.5,Laurel Park Estates,2375,,,,366,,Active,,,http://www.redfin.com/CA/Napa/Laurel-Park-Estates/Plan-2/home/145086163,NewHomeSource.com,Plan-31460036,N,Y,38.296059,-122.314977
New Construction Plan,,Single Family Residential,Plan 3,Napa,CA,94558,919000,4,3.5,Laurel Park Estates,2629,,,,350,,Active,,,http://www.redfin.com/CA/Napa/Laurel-Park-Estates/Plan-3/home/144949210,NewHomeSource.com,Plan-31460038,N,Y,38.2975381,-122.286865
New Construction Plan,,Single Family Residential,Plan 3D,Napa,CA,94558,949900,5,3.5,Laurel Park Estates,2821,,,,337,,Active,,,http://www.redfin.com/CA/Napa/Laurel-Park-Estates/Plan-3D/home/145086162,NewHomeSource.com,Plan-31479353,N,Y,38.296059,-122.314977
PAST SALE,February-5-2018,Single Family Residential,2482 Lennox St,Napa,CA,94558,779000,4,3,Napa,2128,9723,1976,44,366,,Sold,,,http://www.redfin.com/CA/Napa/2482-Lennox-St-94558/home/12192349,BAREIS,21723915,N,Y,38.3242985,-122.3283999
PAST SALE,,Single Family Residential,3553 Beckworth Dr,Napa,CA,94558,540000,3,2,,1189,5686,1956,,454,,,,,http://www.redfin.com/CA/Napa/3553-Beckworth-Dr-94558/home/12185801,,,N,Y,38.3251604,-122.3050602
PAST SALE,March-14-2018,Single Family Residential,3409 Boulder Creek Ct,Napa,CA,94558,717500,4,2,Napa,1845,7545,1975,7,389,,Sold,,,http://www.redfin.com/CA/Napa/3409-Boulder-Creek-Ct-94558/home/12215456,BAREIS,21802539,N,Y,38.3022088,-122.3395143
PAST SALE,January-30-2018,Single Family Residential,2556 Vine Hill Dr,Napa,CA,94558,787200,4,2.5,Napa,2102,6977,1972,50,375,,Sold,,,http://www.redfin.com/CA/Napa/2556-Vine-Hill-Dr-94558/home/12191686,BAREIS,21728655,N,Y,38.3280073,-122.3345993
PAST SALE,,Single Family Residential,3641 Evergreen Ct,Napa,CA,94558,,3,2,,1261,8224,1959,,,,Sold,,,http://www.redfin.com/CA/Napa/3641-Evergreen-Ct-94558/home/12186128,BAREIS,,N,Y,38.3269756,-122.3049273
PAST SALE,March-16-2018,Single Family Residential,3400 Redwood Rd,Napa,CA,94558,1762000,7,8.5,Napa,6133,87991,1955,5,287,,Sold,,,http://www.redfin.com/CA/Napa/3400-Redwood-Rd-94558/home/12201555,BAREIS,21705966,N,Y,38.3311596,-122.3548334
PAST SALE,February-2-2018,Single Family Residential,1124 Estates Dr,Napa,CA,94558,580000,3,2,Napa,1714,9493,1978,47,338,,Sold,,,http://www.redfin.com/CA/Napa/1124-Estates-Dr-94558/home/12215324,BAREIS,21725022,N,Y,38.302057,-122.3446283
PAST SALE,January-31-2018,Single Family Residential,1150 Castle Oaks Dr,Napa,CA,94558,2100000,4,3.5,Napa,3735,36198,2001,49,562,320,Sold,,,http://www.redfin.com/CA/Napa/1150-Castle-Oaks-Dr-94558/home/12219884,BAREIS,21726503,N,Y,38.3562142,-122.2560391
PAST SALE,February-12-2018,Single Family Residential,1690 E St,Napa,CA,94559,519000,2,2,Napa,1050,10303,1910,37,494,,Sold,,,http://www.redfin.com/CA/Napa/1690-E-St-94559/home/12186592,BAREIS,21722768,N,Y,38.3035238,-122.3011181
PAST SALE,January-26-2018,Single Family Residential,140 Mayfield Ct,Napa,CA,94558,585000,4,2,Napa,1568,9174,1963,54,373,,Sold,,,http://www.redfin.com/CA/Napa/140-Mayfield-Ct-94558/home/12206346,BAREIS,21727028,N,Y,38.3103111,-122.3426137
PAST SALE,January-23-2018,Single Family Residential,2117 Lone Oak Ave,Napa,CA,94558,888000,4,3,Napa,2430,22799,1954,57,365,,Sold,,,http://www.redfin.com/CA/Napa/2117-Lone-Oak-Ave-94558/home/12208713,BAREIS,21721034,N,Y,38.3069801,-122.3123018
PAST SALE,January-26-2018,Single Family Residential,344 Skylark Way,Napa,CA,94558,685000,4,3,Napa,2137,9052,1984,54,321,,Sold,,,http://www.redfin.com/CA/Napa/344-Skylark-Way-94558/home/12214948,BAREIS,21723675,N,Y,38.3099246,-122.3493879
PAST SALE,January-29-2018,Single Family Residential,1406 Carol Dr,Napa,CA,94558,499500,3,1,Napa,1015,7392,1953,51,492,,Sold,,,http://www.redfin.com/CA/Napa/1406-Carol-Dr-94558/home/12208157,BAREIS,21728800,N,Y,38.3142188,-122.3121468
PAST SALE,January-30-2018,Single Family Residential,4445 Moffitt Dr,Napa,CA,94558,650000,3,2,Napa,1324,7675,1968,50,491,,Sold,,,http://www.redfin.com/CA/Napa/4445-Moffitt-Dr-94558/home/12202167,BAREIS,21728471,N,Y,38.3437679,-122.3207386
PAST SALE,,Single Family Residential,1834 Sierra Ave,Napa,CA,94558,485000,3,1,,1122,9987,1954,,432,,,,,http://www.redfin.com/CA/Napa/1834-Sierra-Ave-94558/home/12203364,,,N,Y,38.3277954,-122.3113939
PAST SALE,January-30-2018,Single Family Residential,1642 Rainier Ave,Napa,CA,94558,655000,6,3,Napa,2464,10406,1956,50,266,,Sold,,,http://www.redfin.com/CA/Napa/1642-Rainier-Ave-94558/home/12203293,BAREIS,21728412,N,Y,38.329115,-122.3088472
PAST SALE,January-25-2018,Single Family Residential,2753 Iowa St,Napa,CA,94558,597000,3,1.5,Napa,1304,7100,1952,55,458,,Sold,,,http://www.redfin.com/CA/Napa/2753-Iowa-St-94558/home/12189265,BAREIS,21724788,N,Y,38.2860143,-122.3088687
PAST SALE,,Single Family Residential,2036 Delpha Dr,Napa,CA,94558,470000,3,1,,1011,6235,1954,,465,,,,,http://www.redfin.com/CA/Napa/2036-Delpha-Dr-94558/home/12208203,,,N,Y,38.3154489,-122.3088693
PAST SALE,January-23-2018,Single Family Residential,7830 Silverado Trl,Napa,CA,94558,12210000,6,7.5,Napa,8229,2620570,2015,57,1484,,Sold,,,http://www.redfin.com/CA/Napa/7830-Silverado-Trl-94558/home/12200507,BAREIS,21718203,N,Y,38.460679,-122.358163
PAST SALE,January-18-2018,Single Family Residential,626 Rio Vista Dr,Napa,CA,94558,530000,4,2.5,Napa,1912,5846,1970,62,277,,Sold,,,http://www.redfin.com/CA/Napa/626-Rio-Vista-Dr-94558/home/12210821,BAREIS,21724190,N,Y,38.3140564,-122.282597
PAST SALE,January-5-2018,Single Family Residential,36 Blue Jay Ct,Napa,CA,94558,820000,3,2,Napa,1667,14549,1986,75,492,,Sold,,,http://www.redfin.com/CA/Napa/36-Blue-Jay-Ct-94558/home/12215012,BAREIS,21725819,N,Y,38.308902,-122.350851
PAST SALE,January-17-2018,Single Family Residential,3530 Sandybrook Ln,Napa,CA,94558,746790,5,2,Napa,2012,9306,1973,63,371,,Sold,,,http://www.redfin.com/CA/Napa/3530-Sandybrook-Ln-94558/home/12215131,BAREIS,21727059,N,Y,38.3047834,-122.3432779
PAST SALE,January-18-2018,Single Family Residential,102 Luke Dr,Napa,CA,94558,1305000,4,4.5,Napa,3218,10890,2017,62,406,99,Sold,,,http://www.redfin.com/CA/Napa/102-Luke-Dr-94558/home/143292480,BAREIS,21722247,N,Y,38.3424419,-122.3316565
PAST SALE,February-7-2018,Single Family Residential,2479 Pacific St,Napa,CA,94558,570000,2,2,Napa,1450,6212,1943,42,393,,Sold,,,http://www.redfin.com/CA/Napa/2479-Pacific-St-94558/home/12185245,BAREIS,21726844,N,Y,38.3087143,-122.3019154
PAST SALE,March-20-2018,Single Family Residential,149 Lilienthal Ave,Napa,CA,94558,570000,2,1,Napa,1236,7192,1920,1,461,,Sold,,,http://www.redfin.com/CA/Napa/149-Lilienthal-Ave-94558/home/12189092,BAREIS,21803857,N,Y,38.2892225,-122.3121468
PAST SALE,January-26-2018,Single Family Residential,1013 Toldi Ln,Napa,CA,94558,770000,3,2.5,Napa,2115,7632,1991,54,364,,Sold,,,http://www.redfin.com/CA/Napa/1013-Toldi-Ln-94558/home/12208741,BAREIS,21715509,N,Y,38.3082938,-122.3095337
PAST SALE,January-5-2018,Single Family Residential,2691 Yajome St,Napa,CA,94558,580000,3,2,Napa,1578,9705,1948,75,368,,Sold,,,http://www.redfin.com/CA/Napa/2691-Yajome-St-94558/home/12184833,BAREIS,21720826,N,Y,38.3162334,-122.2934669
PAST SALE,February-6-2018,Single Family Residential,3118 Stallings Dr,Napa,CA,94558,720000,3,2,Napa,1591,7610,1996,43,453,,Sold,,,http://www.redfin.com/CA/Napa/3118-Stallings-Dr-94558/home/12204990,BAREIS,21728578,N,Y,38.3415985,-122.312479
PAST SALE,January-24-2018,Single Family Residential,15 Nicholas Ct,Napa,CA,94558,778500,4,2.5,Napa,2468,8622,2000,56,315,,Sold,,,http://www.redfin.com/CA/Napa/15-Nicolas-Ct-94558/home/12221160,BAREIS,21719349,N,Y,38.322673,-122.3196315
PAST SALE,January-26-2018,Single Family Residential,26 Laurel Ln,Napa,CA,94558,900000,3,2.5,Napa,2860,11713,1993,54,315,155,Sold,,,http://www.redfin.com/CA/Napa/26-Laurel-Ln-94558/home/12210325,BAREIS,21627202,N,Y,38.2972512,-122.3162214
PAST SALE,December-27-2017,Single Family Residential,1279 Leaning Oak Dr,Napa,CA,94558,2385000,4,4,Napa,4552,158123,2001,84,524,,Sold,,,http://www.redfin.com/CA/Napa/1279-Leaning-Oak-Dr-94558/home/12215353,BAREIS,21707969,N,Y,38.3000866,-122.3479047
PAST SALE,,Single Family Residential,1473 Barbara Rd,Napa,CA,94558,418000,3,,,1203,7235,1954,,347,,,,,http://www.redfin.com/CA/Napa/1473-Barbara-Rd-94558/home/12208049,,,N,Y,38.3147572,-122.3160442
PAST SALE,March-16-2018,Single Family Residential,1539 Cinnamond St,Napa,CA,94559,570000,2,1,Napa,845,6534,1950,5,675,,Sold,,,http://www.redfin.com/CA/Napa/1539-Cinnamond-St-94559/home/12190324,BAREIS,21802009,N,Y,38.2888034,-122.2932486
PAST SALE,,Single Family Residential,2101 Russell St,Napa,CA,94559,300000,3,2,,1237,7175,1956,,243,,,,,http://www.redfin.com/CA/Napa/2101-Russell-St-94559/home/12213172,,,N,Y,38.2825327,-122.2616888
PAST SALE,January-5-2018,Single Family Residential,1484 Sumner Ave,Napa,CA,94558,582000,3,2,Napa,1578,5785,1966,75,369,,Sold,,,http://www.redfin.com/CA/Napa/1484-Sumner-Ave-94558/home/12185567,BAREIS,21726657,N,Y,38.3196679,-122.3032663
PAST SALE,December-21-2017,Single Family Residential,2114 W Park Ave,Napa,CA,94558,1200000,4,3,Napa,2595,31363,1953,90,462,,Sold,,,http://www.redfin.com/CA/Napa/2114-W-Park-Ave-94558/home/143292501,BAREIS,21719847,N,Y,38.311308,-122.3105523
PAST SALE,February-7-2018,Single Family Residential,1498 Center St,Napa,CA,94559,890000,4,2.5,Napa,2140,7253,1938,42,416,,Sold,,,http://www.redfin.com/CA/Napa/1498-Center-St-94559/home/12187662,BAREIS,21726246,N,Y,38.30077,-122.292432
PAST SALE,January-11-2018,Single Family Residential,200 Orange Grove Ln,Napa,CA,94558,2550000,4,3,Napa,2044,223027,1977,69,1248,,Sold,,,http://www.redfin.com/CA/Napa/200-Orange-Grove-Dr-94558/home/144539582,BAREIS,21728466,N,Y,38.356769,-122.291161
PAST SALE,January-12-2018,Single Family Residential,4260 Wine Country Ct,Napa,CA,94558,689000,4,3,Napa,1891,3703,2017,68,364,93,Sold,,,http://www.redfin.com/CA/Napa/4260-Wine-Country-Ave-94558/home/113615156,BAREIS,21718847,N,Y,38.335949,-122.323624
PAST SALE,January-5-2018,Single Family Residential,534 E Spring St,Napa,CA,94559,735000,3,2,Napa,1316,6490,1950,75,559,,Sold,,,http://www.redfin.com/CA/Napa/534-E-Spring-St-94559/home/12211796,BAREIS,21725068,N,Y,38.3061807,-122.2686454
PAST SALE,January-9-2018,Single Family Residential,217 Berryessa Dr,Napa,CA,94558,204000,3,2,Berryessa,1260,7732,1972,71,162,,Sold,,,http://www.redfin.com/CA/Napa/217-Berryessa-Dr-94558/home/12198034,BAREIS,21624400,N,Y,38.607331,-122.276258
PAST SALE,,Other,1124 State Ln,Yountville,CA,94599,10400000,3,3.5,,3017,87120,1965,,3447,,,,,http://www.redfin.com/CA/Yountville/1124-State-Ln-94599/home/12200550,,,N,Y,38.427674,-122.351078
PAST SALE,January-12-2018,Single Family Residential,1926 Valencia St,Napa,CA,94558,664000,3,2,Napa,1618,9836,1976,68,410,,Sold,,,http://www.redfin.com/CA/Napa/1926-Valencia-St-94558/home/12203219,BAREIS,21725287,N,Y,38.3340189,-122.3171735
PAST SALE,January-10-2018,Single Family Residential,66 Bellevue Ave,Napa,CA,94558,505000,3,1,Napa,805,5458,1941,70,627,,Sold,,,http://www.redfin.com/CA/Napa/66-Bellevue-Ave-94558/home/12188254,BAREIS,21727131,N,Y,38.2969769,-122.3100209
PAST SALE,January-8-2018,Single Family Residential,50 Greenbriar Cir,Napa,CA,94558,2995000,4,4.5,Napa,4753,25613,2005,72,630,320,Sold,,,http://www.redfin.com/CA/Napa/50-Greenbriar-Cir-94558/home/12222105,BAREIS,21723098,N,Y,38.3547317,-122.2553301
PAST SALE,January-9-2018,Single Family Residential,4265 Wine Country Ct,Napa,CA,94558,709000,4,3,Napa,2143,4050,2017,71,331,93,Sold,,,http://www.redfin.com/CA/Napa/4265-Wine-Country-Ave-94558/home/143292479,BAREIS,21724751,N,Y,38.336317,-122.323851
PAST SALE,January-10-2018,Single Family Residential,1053 Coombsville Rd,Napa,CA,94558,622500,2,2,Napa,1118,21863,1952,70,557,,Sold,,,http://www.redfin.com/CA/Napa/1053-Coombsville-Rd-94558/home/12212307,BAREIS,21726436,N,Y,38.296424,-122.267199
PAST SALE,March-8-2018,Single Family Residential,70 Linnell Ave,Napa,CA,94559,570000,3,2,Napa,1084,6556,1942,13,526,,Sold,,,http://www.redfin.com/CA/Napa/70-Linnell-Ave-94559/home/12191482,BAREIS,21802351,N,Y,38.2974359,-122.2730318
PAST SALE,January-12-2018,Single Family Residential,741 Joseph Ct,Napa,CA,94558,585000,4,2.5,Napa,1997,6508,1978,68,293,,Sold,,,http://www.redfin.com/CA/Napa/741-Joseph-Ct-94558/home/12210659,BAREIS,21719002,N,Y,38.315178,-122.287386
PAST SALE,January-5-2018,Single Family Residential,4270 Wine Country Ct,Napa,CA,94558,689000,4,3,Napa,1907,3703,2017,75,361,93,Sold,,,http://www.redfin.com/CA/Napa/4270-Wine-Country-Ave-94558/home/113771105,BAREIS,21724753,N,Y,38.336517,-122.323687
PAST SALE,February-16-2018,Single Family Residential,633 Montecito Blvd,Napa,CA,94559,1775000,3,3.5,Napa,2513,70990,1956,33,706,,Sold,,,http://www.redfin.com/CA/Napa/633-Montecito-Blvd-94559/home/12191065,BAREIS,21727719,N,Y,38.306143,-122.2649942
PAST SALE,,Single Family Residential,110 Luke Dr,Napa,CA,94558,1364500,,,,,10454,,,,,,,,http://www.redfin.com/CA/Napa/110-Luke-Dr-94558/home/113073256,,,N,Y,38.3424104,-122.3321839
PAST SALE,March-2-2018,Single Family Residential,246 Country Club Ln,Napa,CA,94558,490500,3,2.5,Circle Oaks,2302,10494,1992,19,213,29,Sold,,,http://www.redfin.com/CA/Napa/246-Country-Club-Ln-94558/home/12200929,BAREIS,21801594,N,Y,38.4055842,-122.2089017
PAST SALE,January-25-2018,Single Family Residential,3323 Craigie Ct,Napa,CA,94558,725000,5,2.5,Napa,2565,8011,1976,55,283,,Sold,,,http://www.redfin.com/CA/Napa/3323-Craigie-Ct-94558/home/12206512,BAREIS,21727260,N,Y,38.3077428,-122.3324074
PAST SALE,January-30-2018,Single Family Residential,2763 Old Sonoma Rd,Napa,CA,94558,590000,3,2,Napa,1400,8999,1949,50,421,,Sold,,,http://www.redfin.com/CA/Napa/2763-Old-Sonoma-Rd-94558/home/12189207,BAREIS,21727614,N,Y,38.28756,-122.3099766
PAST SALE,January-26-2018,Single Family Residential,3433 Crestview Ct,Napa,CA,94558,1060000,4,3.5,Napa,3133,15246,1979,54,338,,Sold,,,http://www.redfin.com/CA/Napa/3433-Crestview-Ct-94558/home/12215514,BAREIS,21726537,N,Y,38.2996225,-122.3402891
PAST SALE,February-12-2018,Single Family Residential,1122 Monticello Rd,Napa,CA,94558,3150000,3,3,Napa,5700,155945,2006,37,553,,Sold,,,http://www.redfin.com/CA/Napa/1122-Monticello-Rd-94558/home/95469895,BAREIS,21608391,N,Y,38.330056,-122.2699525
PAST SALE,January-12-2018,Single Family Residential,4235 Wine Country Ct,Napa,CA,94558,679000,4,3,Napa,1907,3703,2017,68,356,93,Sold,,,http://www.redfin.com/CA/Napa/4235-Wine-Country-Ave-94558/home/143292477,BAREIS,21727582,N,Y,38.336096,-122.323373
PAST SALE,March-5-2018,Single Family Residential,2130 Holmes Ave,Napa,CA,94559,460000,2,1,Napa,947,5036,1950,16,486,,Sold,,,http://www.redfin.com/CA/Napa/2130-Holmes-Ave-94559/home/12212770,BAREIS,21800541,N,Y,38.2836649,-122.2660755
PAST SALE,January-8-2018,Single Family Residential,1252 Cayetano Dr,Napa,CA,94559,910000,5,3,Napa,3458,11949,2013,72,263,,Sold,,,http://www.redfin.com/CA/Napa/1252-Cayetano-Dr-94559/home/19048290,BAREIS,21720458,N,Y,38.288705,-122.263205
PAST SALE,December-21-2017,Single Family Residential,9 Lone Wood Ct,Napa,CA,94558,1345000,3,3,Napa,3082,9958,2017,90,436,,Sold,,,http://www.redfin.com/CA/Napa/9-Lone-Wood-Ct-94558/home/22601506,BAREIS,21713921,N,Y,38.30685,-122.310695
PAST SALE,,Single Family Residential,751 Somerset Pl,Napa,CA,94558,580000,4,2,,1653,7543,1956,,351,,,,,http://www.redfin.com/CA/Napa/751-Somerset-Pl-94558/home/12189336,,,N,Y,38.2826541,-122.3074077
PAST SALE,,Single Family Residential,2830 Sacramento St,Napa,CA,94558,315000,1,,,864,8422,1930,,365,,,,,http://www.redfin.com/CA/Napa/2830-Sacramento-St-94558/home/12184715,,,N,Y,38.3129604,-122.3050602
PAST SALE,December-26-2017,Single Family Residential,208 Blue Cove Ct,Napa,CA,94558,325000,3,2,Berryessa,1630,8908,2007,85,199,,Sold,,,http://www.redfin.com/CA/Napa/208-Blue-Cove-Ct-94558/home/12198142,BAREIS,21728024,N,Y,38.509585,-122.194407
PAST SALE,,Single Family Residential,223 Alchemy Way,Napa,CA,94558,1425000,4,3.5,,3770,11897,2001,,378,,,,,http://www.redfin.com/CA/Napa/223-Alchemy-Way-94558/home/12220509,,,N,Y,38.3460439,-122.3311675
PAST SALE,January-29-2018,Single Family Residential,1155 Grape Ln,Rutherford,CA,94573,1200000,3,2,Rutherford,1498,7139,1993,51,801,,Sold,,,http://www.redfin.com/CA/Rutherford/1155-Grape-Ln-94573/home/108306722,BAREIS,21707088,N,Y,38.458431,-122.421288
PAST SALE,,Single Family Residential,17 N Newport Dr,Napa,CA,94559,1525000,4,2.5,,2481,11326,1997,,615,,,,,http://www.redfin.com/CA/Napa/17-N-Newport-Dr-94559/home/12210027,,,N,Y,38.277327,-122.284291
PAST SALE,March-2-2018,Single Family Residential,2376 Chad Ct,Napa,CA,94558,850000,4,3,Napa,2164,8516,1978,19,393,,Sold,,,http://www.redfin.com/CA/Napa/2376-Chad-Ct-94558/home/12208860,BAREIS,21802880,N,Y,38.3044484,-122.3103752
PAST SALE,March-5-2018,Single Family Residential,1409 East Ave,Napa,CA,94559,825000,2,2,Napa,1412,5336,1940,16,584,,Sold,,,http://www.redfin.com/CA/Napa/1409-East-Ave-94559/home/12211697,BAREIS,21723453,N,Y,38.3061515,-122.2739179
PAST SALE,March-20-2018,Single Family Residential,3256 Macdonald St,Napa,CA,94558,567500,3,1,Napa,1085,6103,1972,1,523,,Sold,,,http://www.redfin.com/CA/Napa/3256-MacDonald-St-94558/home/12207665,BAREIS,21803534,N,Y,38.3160436,-122.3233958
PAST SALE,February-23-2018,Single Family Residential,4420 Dumas St,Napa,CA,94558,830000,4,3,Napa,2407,5218,1995,26,345,,Sold,,,http://www.redfin.com/CA/Napa/4420-Dumas-St-94558/home/12191890,BAREIS,21800658,N,Y,38.3328511,-122.3266792
PAST SALE,March-7-2018,Single Family Residential,99 Luke Dr,Napa,CA,94558,1799228,4,4.5,Napa,3385,23145,2017,14,532,99,Sold,,,http://www.redfin.com/CA/Napa/99-Luke-Dr-94558/home/143292496,BAREIS,21724300,N,Y,38.3422695,-122.331706
PAST SALE,February-28-2018,Single Family Residential,710 Pueblo Ave,Napa,CA,94558,450000,3,1,Napa,1046,6473,1955,21,430,,Sold,,,http://www.redfin.com/CA/Napa/710-Pueblo-Ave-94558/home/12210518,BAREIS,21800343,N,Y,38.3180716,-122.2857911
PAST SALE,February-23-2018,Single Family Residential,931 Serendipity Way,Napa,CA,94558,940000,3,2.5,Napa,2121,12036,2015,26,443,235,Sold,,,http://www.redfin.com/CA/Napa/931-Serendipity-Way-94558/home/95469996,BAREIS,21801394,N,Y,38.3285219,-122.2910609
PAST SALE,March-5-2018,Single Family Residential,52 Westwood Ave,Napa,CA,94558,425000,3,2,Napa,1590,5693,1941,16,267,,Sold,,,http://www.redfin.com/CA/Napa/52-Westwood-Ave-94558/home/12187870,BAREIS,21800515,N,Y,38.3006825,-122.3131212
PAST SALE,December-26-2017,Single Family Residential,1607 1st St,Napa,CA,94559,972475,5,2.5,Napa,3076,5227,1903,85,316,,Sold,,,http://www.redfin.com/CA/Napa/1607-1st-St-94559/home/12187696,BAREIS,21720720,N,Y,38.297016,-122.291339
PAST SALE,February-7-2018,Single Family Residential,1408 F St,Napa,CA,94559,770000,3,2,Napa,1988,4927,1925,42,387,,Sold,,,http://www.redfin.com/CA/Napa/1408-F-St-94559/home/12186630,BAREIS,21723916,N,Y,38.305456,-122.296157
PAST SALE,February-26-2018,Single Family Residential,1741 Pueblo Ave,Napa,CA,94558,490000,2,2,Napa,1374,7767,1954,23,357,,Sold,,,http://www.redfin.com/CA/Napa/1741-Pueblo-Ave-94558/home/12184710,BAREIS,21727883,N,Y,38.3141494,-122.3048609
PAST SALE,February-8-2018,Single Family Residential,706 Casswall St,Napa,CA,94558,810000,3,2.5,Napa,2513,,1988,41,322,287,Sold,,,http://www.redfin.com/CA/Napa/706-Casswall-St-94558/home/12209220,BAREIS,21728113,N,Y,38.2825179,-122.3078506
PAST SALE,February-20-2018,Single Family Residential,4139 Ortez Ct,Napa,CA,94558,712000,5,3,Napa,2343,9779,1974,29,304,,Sold,,,http://www.redfin.com/CA/Napa/4139-Ortez-Ct-94558/home/12192167,BAREIS,21720381,N,Y,38.3299836,-122.3253
PAST SALE,,Single Family Residential,1521 Menlo Ave,Napa,CA,94558,435000,3,2,,1274,7500,1950,,341,,,,,http://www.redfin.com/CA/Napa/1521-Menlo-Ave-94558/home/12184905,,,N,Y,38.3128963,-122.3009409
PAST SALE,February-21-2018,Single Family Residential,2719 Crocker St,Napa,CA,94558,535000,3,2,Napa,1256,6360,1960,28,426,,Sold,,,http://www.redfin.com/CA/Napa/2719-Crocker-St-94558/home/12186022,BAREIS,21800486,N,Y,38.3174395,-122.2919744
PAST SALE,,Single Family Residential,2542 Patricia Dr,Napa,CA,94558,535000,3,2,,1438,7349,1965,,372,,,,,http://www.redfin.com/CA/Napa/2542-Patricia-Dr-94558/home/12192868,,,N,Y,38.3222489,-122.3260528
PAST SALE,February-26-2018,Single Family Residential,2042 Devonshire Dr,Napa,CA,94558,625000,3,2,Napa,1321,4447,1993,23,473,,Sold,,,http://www.redfin.com/CA/Napa/2042-Devonshire-Dr-94558/home/12193560,BAREIS,21726695,N,Y,38.3266116,-122.3156013
PAST SALE,January-31-2018,Single Family Residential,2015 Monticello Rd,Napa,CA,94558,425000,3,1,Napa,1432,13582,1940,49,297,,Sold,,,http://www.redfin.com/CA/Napa/2015-Monticello-Rd-94558/home/12214555,BAREIS,21800429,N,Y,38.3380122,-122.2603595
PAST SALE,February-23-2018,Single Family Residential,1167 Whitney Ave,Napa,CA,94559,463000,3,2,Napa,1336,5802,1952,26,347,,Sold,,,http://www.redfin.com/CA/Napa/1167-Whitney-Ave-94559/home/12212944,BAREIS,21800969,N,Y,38.2807738,-122.2671168
PAST SALE,,Single Family Residential,1183 Ross Cir,Napa,CA,94558,1964500,8,5,,3971,39835,1978,,495,,,,,http://www.redfin.com/CA/Napa/1183-Ross-Cir-94558/home/12214674,,,N,Y,38.3303372,-122.2662084
