SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,,Napa,CA,94559,899000,4,2,,,32396,,5,,,Active,,,http://www.redfin.com/CA/Napa/Undisclosed-address-94559/home/12189709,BAREIS,21805518,N,Y,38.2872431,-122.298859
MLS Listing,,Single Family Residential,2029 Lone Oak Ave,Napa,CA,94558,887500,3,2,Napa,2330,11430,1947,6,381,,Active,,,http://www.redfin.com/CA/Napa/2029-Lone-Oak-Ave-94558/home/12208760,BAREIS,21806145,N,Y,38.3080584,-122.3070533
MLS Listing,,Single Family Residential,2902 Sunrise Dr,Napa,CA,94558,529000,2,1,Napa,891,5920,1951,6,594,,Active,,,http://www.redfin.com/CA/Napa/2902-Sunrise-Dr-94558/home/12189066,BAREIS,21805992,N,Y,38.2896935,-122.3103752
MLS Listing,,Single Family Residential,,Napa,CA,94558,685000,5,3,,3144,10955,1995,6,218,29,Active,,,http://www.redfin.com/CA/Napa/Undisclosed-address-94558/home/12200889,BAREIS,21803277,N,Y,38.407251,-122.208637
MLS Listing,,Single Family Residential,5271 Dry Creek Rd,Napa,CA,94558,765000,2,1,Napa,1104,820235,1966,7,693,,Active,,,http://www.redfin.com/CA/Napa/5271-Dry-Creek-Rd-94558/home/12201403,BAREIS,21805687,N,Y,38.382433,-122.402908
MLS Listing,,Single Family Residential,4197 Burgundy Way,Napa,CA,94558,579000,3,2,Napa,1166,6686,1973,7,497,,Active,,,http://www.redfin.com/CA/Napa/4197-Burgundy-Way-94558/home/12191926,BAREIS,21805851,N,Y,38.3267736,-122.3354849
MLS Listing,,Single Family Residential,242 Buttercup Ct,Napa,CA,94559,970000,4,3.5,Napa,2730,8211,2007,7,355,80,Active,,,http://www.redfin.com/CA/Napa/242-Buttercup-Ct-94559/home/12225002,BAREIS,21805898,N,Y,38.2911305,-122.2663414
MLS Listing,,Single Family Residential,1692 Milton Rd,Napa,CA,94559,699950,4,2,Napa,1683,6991,1961,8,416,,Active,March-25-2018 01:00 PM,March-25-2018 03:00 PM,http://www.redfin.com/CA/Napa/1692-Milton-Rd-94559/home/12214336,BAREIS,21803126,N,Y,38.203102,-122.312253
MLS Listing,,Single Family Residential,233 S Coombs St,Napa,CA,94559,530000,3,1,Napa,1054,6260,1952,8,503,,Active,,,http://www.redfin.com/CA/Napa/233-S-Coombs-St-94559/home/12190907,BAREIS,21804746,N,Y,38.2832181,-122.2888479
MLS Listing,,Single Family Residential,17 Sea Breeze Ct,Napa,CA,94559,1149000,4,2.5,Napa,2129,5436,1995,8,540,201,Active,March-25-2018 02:00 PM,March-25-2018 04:00 PM,http://www.redfin.com/CA/Napa/17-Sea-Breeze-Ct-94559/home/12210069,BAREIS,21805630,N,Y,38.2756837,-122.2882474
MLS Listing,,Single Family Residential,1170 4th Ave,Napa,CA,94559,2950000,4,2,Napa,1756,274864,1952,8,1680,,Active,,,http://www.redfin.com/CA/Napa/1170-4th-Ave-94559/home/145121492,BAREIS,21805508,N,Y,38.285955,-122.242571
MLS Listing,,Single Family Residential,521 Putah Creek Rd,Napa,CA,94558,460000,2,2,Berryessa,1973,43996,1962,8,233,,Active,,,http://www.redfin.com/CA/Napa/521-Putah-Creek-Rd-94558/home/12198002,BAREIS,21805197,N,Y,38.605553,-122.278248
MLS Listing,,Single Family Residential,2459 Wine Country Ave,Napa,CA,94558,759000,3,2.5,Napa,1871,5829,1992,9,406,,Active,,,http://www.redfin.com/CA/Napa/2459-Wine-Country-Ave-94558/home/12193546,BAREIS,21805046,N,Y,38.3302035,-122.3340679
MLS Listing,,Single Family Residential,1032 Petra Dr,Napa,CA,94558,1050000,3,2,Napa,1594,21976,1960,9,659,,Active,March-25-2018 01:00 PM,March-25-2018 04:00 PM,http://www.redfin.com/CA/Napa/1032-Petra-Dr-94558/home/12205386,BAREIS,21805745,N,Y,38.3570142,-122.2893355
MLS Listing,,Single Family Residential,143 Wingard Cir,Napa,CA,94558,649000,2,2.5,Napa,1405,3463,1999,10,462,,Active,,,http://www.redfin.com/CA/Napa/143-Wingard-Cir-94558/home/12193461,BAREIS,21805617,N,Y,38.3337832,-122.3234622
MLS Listing,,Single Family Residential,1079 Hedgeside Ave,Napa,CA,94558,7000000,6,4.5,Napa,,708286,2005,12,,,Active,,,http://www.redfin.com/CA/Napa/1079-Hedgeside-Ave-94558/home/113603030,BAREIS,21805553,N,Y,38.336094,-122.269505
MLS Listing,,Single Family Residential,345 Ashlar Dr,Napa,CA,94558,599000,1,1,Napa,640,33920,1930,12,936,,Active,March-24-2018 01:00 PM,March-24-2018 04:00 PM,http://www.redfin.com/CA/Napa/345-Ashlar-Dr-94558/home/12215982,BAREIS,21805476,N,Y,38.3141747,-122.2680251
MLS Listing,,Single Family Residential,157 Luke Dr,Napa,CA,94558,3000000,4,4.5,Napa,4946,47480,2018,12,607,99,Active,,,http://www.redfin.com/CA/Napa/157-Luke-Dr-94558/home/143292489,BAREIS,21805431,N,Y,38.3424411,-122.3316591
MLS Listing,,Single Family Residential,174 Chelsea Ave,Napa,CA,94558,399000,3,1,Napa,855,6460,1941,13,467,,Active,,,http://www.redfin.com/CA/Napa/174-Chelsea-Ave-94558/home/12188072,BAREIS,21805375,N,Y,38.2987441,-122.3119696
MLS Listing,,Single Family Residential,17 Chaudhary Ct,Napa,CA,94558,1250000,4,2.5,Napa,3000,7192,2000,13,417,,Active,,,http://www.redfin.com/CA/Napa/17-Chaudhary-Ct-94558/home/12221158,BAREIS,21805406,N,Y,38.3260447,-122.3247686
MLS Listing,,Single Family Residential,2034 Lone Oak Ave,Napa,CA,94558,775000,3,2,Napa,1320,20025,1967,13,587,,Active,,,http://www.redfin.com/CA/Napa/2034-Lone-Oak-Ave-94558/home/12208734,BAREIS,21805364,N,Y,38.3084435,-122.3073634
MLS Listing,,Single Family Residential,519 Seymour St,Napa,CA,94559,899000,4,3,Napa,1935,6839,1928,14,465,,Active,March-25-2018 01:00 PM,March-25-2018 03:00 PM,http://www.redfin.com/CA/Napa/519-Seymour-St-94559/home/12188486,BAREIS,21805021,N,Y,38.2933302,-122.298549
MLS Listing,,Single Family Residential,1671 G St,Napa,CA,94559,443000,1,1,Napa,660,6704,1925,14,671,,Active,,,http://www.redfin.com/CA/Napa/1671-G-St-94559/home/12186596,BAREIS,21805099,N,Y,38.3053804,-122.2991691
MLS Listing,,Single Family Residential,1157 Petra Dr,Napa,CA,94558,1080000,3,2,Napa,2173,13565,1957,14,497,,Active,,,http://www.redfin.com/CA/Napa/1157-Petra-Dr-94558/home/12205374,BAREIS,21805101,N,Y,38.354143,-122.2923031
MLS Listing,,Single Family Residential,3685 Harkness St,Napa,CA,94558,495000,2,1,Napa,824,5998,1960,15,601,,Active,,,http://www.redfin.com/CA/Napa/3685-Harkness-St-94558/home/12186146,BAREIS,21805113,N,Y,38.3266356,-122.3131212
MLS Listing,,Single Family Residential,2670 Atlas Peak Rd,Napa,CA,94558,2899888,3,3.5,Napa,2718,439956,1982,15,1067,,Active,,,http://www.redfin.com/CA/Napa/2670-Atlas-Peak-Rd-94558/home/12205731,BAREIS,21805041,N,Y,38.372803,-122.244731
MLS Listing,,Single Family Residential,8 Chelsea Ave,Napa,CA,94558,449900,2,1,Napa,747,6421,1995,15,602,,Active,,,http://www.redfin.com/CA/Napa/8-Chelsea-Ave-94558/home/12188209,BAREIS,21805157,N,Y,38.2955911,-122.310198
MLS Listing,,Single Family Residential,1037 Terrace Dr,Napa,CA,94559,849000,2,1.5,Napa,1134,20112,1936,15,749,,Active,,,http://www.redfin.com/CA/Napa/1037-Terrace-Dr-94559/home/12212263,BAREIS,21804936,N,Y,38.2955198,-122.2697863
MLS Listing,,Single Family Residential,239 Buttercup Ct,Napa,CA,94559,1049000,4,4,Napa,3249,7157,2007,15,323,80,Active,,,http://www.redfin.com/CA/Napa/239-Buttercup-Ct-94559/home/12224998,BAREIS,21804536,N,Y,38.2907023,-122.2666515
MLS Listing,,Single Family Residential,1433 Center St,Napa,CA,94559,786000,3,1,Napa,1000,4709,1898,15,786,,Active,,,http://www.redfin.com/CA/Napa/1433-Center-St-94559/home/12187650,BAREIS,21804885,N,Y,38.3003679,-122.2912923
MLS Listing,,Single Family Residential,1917 Waverly St,Napa,CA,94558,674500,3,2,Napa,1779,7841,1960,16,379,,Active,,,http://www.redfin.com/CA/Napa/1917-Waverly-St-94558/home/12208660,BAREIS,21804975,N,Y,38.3094635,-122.3066326
MLS Listing,,Single Family Residential,,Napa,CA,94558,849500,5,3,,2865,8538,1997,18,297,,Active,March-25-2018 12:00 PM,March-25-2018 02:30 PM,http://www.redfin.com/CA/Napa/Undisclosed-address-94558/home/12203674,BAREIS,21804921,N,Y,38.3403728,-122.3135198
MLS Listing,,Single Family Residential,527 Donwood Ln,Napa,CA,94558,749000,4,2,Napa,1785,9448,1970,18,420,,Active,March-25-2018 01:00 PM,March-25-2018 03:00 PM,http://www.redfin.com/CA/Napa/527-Donwood-Ln-94558/home/12208892,BAREIS,21804912,N,Y,38.3048474,-122.3064338
MLS Listing,,Single Family Residential,2180 Parrish Rd,Napa,CA,94559,469900,2,1,Napa,1129,2914,1952,19,416,,Active,,,http://www.redfin.com/CA/Napa/2180-Parrish-Rd-94559/home/12212996,BAREIS,21804906,N,Y,38.2812322,-122.2653223
MLS Listing,,Single Family Residential,2 Remington Ct,Napa,CA,94558,2365000,4,3.5,Napa,4773,15638,2002,19,495,,Active,,,http://www.redfin.com/CA/Napa/2-Remington-Ct-94558/home/12205911,BAREIS,21804778,N,Y,38.3138801,-122.340267
MLS Listing,,Single Family Residential,1133 Rutherford Rd,Napa,CA,94558,1598000,4,2,Napa,1654,11848,1956,19,966,,Active,,,http://www.redfin.com/CA/Napa/1133-Rutherford-Rd-94558/home/12200421,BAREIS,21804538,N,Y,38.4599206,-122.4202833
MLS Listing,,Single Family Residential,7900 Money Rd,Napa,CA,94558,26500000,7,7.5,Napa,10215,828511,1994,20,2594,,Active,,,http://www.redfin.com/CA/Napa/7900-Money-Rd-94558/home/39947929,BAREIS,21804555,N,Y,38.452194,-122.392854
MLS Listing,,Single Family Residential,3227 Vichy Ave,Napa,CA,94558,5500000,3,3.5,Napa,4405,61080,2015,20,1249,,Active,,,http://www.redfin.com/CA/Napa/3227-Vichy-Ave-94558/home/12214567,BAREIS,21804484,N,Y,38.332713,-122.256117
MLS Listing,,Single Family Residential,47 Glenwood Dr,Napa,CA,94559,512000,3,1,Napa,1053,5680,1952,21,486,,Active,,,http://www.redfin.com/CA/Napa/47-Glenwood-Dr-94559/home/12186714,BAREIS,21804316,N,Y,38.3018051,-122.2996121
MLS Listing,,Single Family Residential,172 Berryessa Dr,Napa,CA,94558,449900,3,2,Berryessa,1654,12894,1981,21,272,,Active,,,http://www.redfin.com/CA/Napa/172-Berryessa-Dr-94558/home/12197980,BAREIS,21804473,N,Y,38.608064,-122.278581
MLS Listing,,Single Family Residential,11 Rosemont Cir,Napa,CA,94558,1100000,2,2,Napa,1722,26528,1975,21,639,,Active,,,http://www.redfin.com/CA/Napa/11-Rosemont-Cir-94558/home/12214594,BAREIS,21804566,N,Y,38.3255439,-122.2725444
MLS Listing,,Single Family Residential,3253 Von Uhlit Ranch Rd,Napa,CA,94558,679500,3,2.5,Napa,1853,3524,2004,21,367,140,Active,,,http://www.redfin.com/CA/Napa/3253-Von-Uhlit-Ranch-Rd-94558/home/12222307,BAREIS,21804571,N,Y,38.3229795,-122.2897057
MLS Listing,,Single Family Residential,1153 Pinewood Dr,Napa,CA,94558,1295000,4,3,Napa,3675,23840,1998,22,352,,Active,,,http://www.redfin.com/CA/Napa/1153-Pinewood-Dr-94558/home/12207051,BAREIS,21804542,N,Y,38.3108769,-122.3272706
MLS Listing,,Single Family Residential,24 Firefly Ln,Napa,CA,94558,719500,3,2.5,Napa,1713,,,22,420,,Active,,,http://www.redfin.com/CA/Napa/24-Firefly-Ln-94558/home/12205227,BAREIS,21804348,N,Y,38.3270517,-122.2966335
MLS Listing,,Single Family Residential,1559 Estee Ave,Napa,CA,94558,2995000,4,3.5,Napa,3254,65340,1990,23,920,,Active,,,http://www.redfin.com/CA/Napa/1559-Estee-Ave-94558/home/12205530,BAREIS,21803654,N,Y,38.343323,-122.272838
MLS Listing,,Single Family Residential,49 Berna Ave,Napa,CA,94559,1195000,4,3,Napa,2458,8703,1916,26,486,,Active,,,http://www.redfin.com/CA/Napa/49-Berna-Ave-94559/home/12211832,BAREIS,21804136,N,Y,38.3048378,-122.2745825
MLS Listing,,Single Family Residential,52 Culbertson Ct,Napa,CA,94558,865000,3,2,Napa,1742,6630,1999,26,497,,Active,,,http://www.redfin.com/CA/Napa/52-Culbertson-Ct-94558/home/12220354,BAREIS,21804157,N,Y,38.3312158,-122.29691
MLS Listing,,Single Family Residential,35 Wild Rye Way,Napa,CA,94558,799500,3,2,Napa,1742,4678,1999,26,459,,Active,,,http://www.redfin.com/CA/Napa/35-Wild-Rye-Way-94558/home/12205275,BAREIS,21802995,N,Y,38.3272525,-122.2992799
MLS Listing,,Single Family Residential,365 Montecito Blvd,Napa,CA,94559,1295000,6,4,Napa,4032,27251,1961,28,321,,Active,,,http://www.redfin.com/CA/Napa/365-Montecito-Blvd-94559/home/12191365,BAREIS,21803764,N,Y,38.301023,-122.267056
MLS Listing,,Single Family Residential,1114 Mount George Ave,Napa,CA,94558,1588000,4,3,Napa,3409,144619,1982,29,466,,Active,,,http://www.redfin.com/CA/Napa/1114-Mount-George-Ave-94558/home/12201064,BAREIS,21803591,N,Y,38.334002,-122.234384
MLS Listing,,Single Family Residential,,Napa,CA,94558,725000,3,2,,1723,7260,1975,33,421,,Active,March-25-2018 01:30 PM,March-25-2018 03:30 PM,http://www.redfin.com/CA/Napa/Undisclosed-address-94558/home/12192505,BAREIS,21803525,N,Y,38.3297142,-122.3227536
MLS Listing,,Single Family Residential,95 BRYAN Ave,Napa,CA,94558,509950,3,2,Napa,1345,5907,1941,34,379,,Active,,,http://www.redfin.com/CA/Napa/95-Bryan-Ave-94558/home/12188189,BAREIS,21803206,N,Y,38.2974596,-122.3112167
MLS Listing,,Single Family Residential,1145 Olive Hill Ln,Napa,CA,94558,3500000,4,2.5,Napa,2775,57064,1974,35,1261,,Active,,,http://www.redfin.com/CA/Napa/1145-Olive-Hill-Ln-94558/home/12214901,BAREIS,21803031,N,Y,38.327877,-122.241413
MLS Listing,,Single Family Residential,2373 N 3rd Ave,Napa,CA,94558,7850000,5,5,Napa,4005,871200,1992,36,1960,,Active,,,http://www.redfin.com/CA/Napa/2373-3rd-Ave-94558/home/17246903,BAREIS,21803058,N,Y,38.3144599,-122.231423
MLS Listing,,Single Family Residential,1539 JUANITA St,Napa,CA,94559,1029000,3,2.5,Napa,2332,14375,2018,36,441,,Active,,,http://www.redfin.com/CA/Napa/1539-Juanita-St-94559/home/109571840,BAREIS,21803190,N,Y,38.2862919,-122.2570889
MLS Listing,,Single Family Residential,1085 Headlands Dr,Napa,CA,94558,612000,4,2.5,Berryessa,3031,10163,1994,37,202,,Active,,,http://www.redfin.com/CA/Napa/1085-Headlands-Dr-94558/home/12198345,BAREIS,21802896,N,Y,38.514515,-122.183313
MLS Listing,,Single Family Residential,3175 Tiffany Ln,Napa,CA,94558,899000,3,3,Napa,2009,17616,1988,40,447,350,Active,March-25-2018 01:00 PM,March-25-2018 03:00 PM,http://www.redfin.com/CA/NAPA/3175-TIFFANY-LN-94558/home/12215800,BAREIS,21802717,N,Y,38.299152,-122.316114
MLS Listing,,Single Family Residential,2000 Silverado Trl,Napa,CA,94558,1100000,3,2,Napa,2646,22799,1956,43,416,,Active,,,http://www.redfin.com/CA/Napa/2000-Silverado-Trl-94558/home/12214608,BAREIS,21802473,N,Y,38.3245107,-122.2733198
MLS Listing,,Single Family Residential,54 Glenwood Dr,Napa,CA,94559,530000,3,2,Napa County,1351,6257,1951,47,,,Active,,,http://www.redfin.com/CA/Napa/54-Glenwood-Dr-94559/home/12186761,MetroList,18006475,N,Y,38.3022741,-122.2987483
MLS Listing,,Single Family Residential,1601 Trower Ave,Napa,CA,94558,535000,3,2,Napa,1122,6438,1964,47,477,,Active,,,http://www.redfin.com/CA/Napa/1601-Trower-Ave-94558/home/12203912,BAREIS,21802254,N,Y,38.3322896,-122.3098216
MLS Listing,,Single Family Residential,3151 Sunnydale Dr,Napa,CA,94558,1599000,5,3,Napa,3000,35005,1950,48,533,,Active,,,http://www.redfin.com/CA/Napa/3151-Sunnydale-Dr-94558/home/12203078,BAREIS,21802050,N,Y,38.3473636,-122.3058132
MLS Listing,,Single Family Residential,1249 Monticello Rd,Napa,CA,94558,699000,3,2,Napa,1214,9457,1944,49,576,,Active,,,http://www.redfin.com/CA/Napa/1249-Monticello-Rd-94558/home/12214588,BAREIS,21802152,N,Y,38.334013,-122.264524
MLS Listing,,Single Family Residential,1421 Menlo Ave,Napa,CA,94558,449500,1,1,Napa,624,7501,1900,49,720,,Active,,,http://www.redfin.com/CA/Napa/1421-Menlo-Ave-94558/home/12184931,BAREIS,21801984,N,Y,38.3131746,-122.2994349
MLS Listing,,Single Family Residential,4472 Meadowlark Dr,Napa,CA,94558,635000,4,2,Napa,1560,6199,1973,50,407,,Active,,,http://www.redfin.com/CA/Napa/4472-Meadowlark-Dr-94558/home/12202486,BAREIS,21802014,N,Y,38.3473013,-122.3170628
MLS Listing,,Single Family Residential,33 Autumn Creek Ct,Napa,CA,94559,895000,3,2,Napa,1634,10724,1999,55,548,,Active,,,http://www.redfin.com/CA/Napa/33-Autumn-Creek-Ct-94559/home/12212484,BAREIS,21801649,N,Y,38.2897684,-122.2643918
MLS Listing,,Single Family Residential,3454 Meadowbrook Dr,Napa,CA,94558,669900,4,2,Napa,1657,6669,1965,56,404,,Active,,,http://www.redfin.com/CA/Napa/3454-Meadowbrook-Dr-94558/home/12215171,BAREIS,21801505,N,Y,38.3035763,-122.3403556
MLS Listing,,Single Family Residential,1759 Olympia Ct,Napa,CA,94558,785000,4,3,Napa,2198,7671,1965,57,357,,Active,,,http://www.redfin.com/CA/Napa/1759-Olympia-Ct-94558/home/12203941,BAREIS,21801544,N,Y,38.3312076,-122.311416
MLS Listing,,Single Family Residential,171 Homewood Ave,Napa,CA,94558,499000,3,1,Napa,855,5044,1941,63,584,,Active,,,http://www.redfin.com/CA/Napa/171-Homewood-Ave-94558/home/12188108,BAREIS,21801041,N,Y,38.2961672,-122.3128333
MLS Listing,,Single Family Residential,1166 2nd Ave,Napa,CA,94558,1950000,2,2.5,Napa,1876,85813,1980,64,1039,,Active,,,http://www.redfin.com/CA/Napa/1166-2nd-Ave-94558/home/12216440,BAREIS,21800112,N,Y,38.302273,-122.24205
MLS Listing,,Single Family Residential,2 Old Coach Rd,Napa,CA,94558,2995000,4,4,Napa,3500,45302,2017,65,856,133,Active,,,http://www.redfin.com/CA/Napa/2-Old-Coach-Rd-94558/home/17546488,BAREIS,21728366,N,Y,38.321971,-122.265334
MLS Listing,,Single Family Residential,74 Harrison Ave,Napa,CA,94558,459900,3,1,Napa,855,5663,1941,66,538,,Active,,,http://www.redfin.com/CA/Napa/74-Harrison-Ave-94558/home/12188451,BAREIS,21800864,N,Y,38.2954547,-122.3058021
MLS Listing,,Single Family Residential,,Napa,CA,94559,625000,4,2.5,,1851,7205,1900,70,338,,Active,,,http://www.redfin.com/CA/Napa/Undisclosed-address-94559/home/12188558,BAREIS,21800512,N,Y,38.2944177,-122.2954926
MLS Listing,,Single Family Residential,,Napa,CA,94558,489000,3,2.5,,1200,,,77,408,,Active,,,http://www.redfin.com/CA/Napa/Undisclosed-address-94558/home/144628782,BAREIS,21800134,N,Y,38.3201889,-122.3116989
MLS Listing,,Single Family Residential,1091 Simpkins Rd,Napa,CA,94558,5495000,4,5.5,Napa,5000,246985,1970,84,1099,,Active,,,http://www.redfin.com/CA/Napa/1091-Simpkins-Rd-94558/home/12216169,BAREIS,21728623,N,Y,38.299703,-122.24754
MLS Listing,,Single Family Residential,84 Chelsea Ave,Napa,CA,94558,485000,3,2,Napa,1185,5670,1941,85,409,,Active,,,http://www.redfin.com/CA/Napa/84-Chelsea-Ave-94558/home/12188221,BAREIS,21728309,N,Y,38.2972046,-122.3110838
MLS Listing,,Single Family Residential,71 Dewitt Ave,Napa,CA,94558,469000,2,1,Napa,936,4905,1941,92,501,,Active,,,http://www.redfin.com/CA/Napa/71-Dewitt-Ave-94558/home/12188135,BAREIS,21728349,N,Y,38.2966794,-122.3121911
MLS Listing,,Single Family Residential,14 Sea Breeze Ct,Napa,CA,94559,799000,4,2.5,Napa,2077,5101,1995,93,385,240,Active,,,http://www.redfin.com/CA/Napa/14-Sea-Breeze-Ct-94559/home/12210075,BAREIS,21727049,N,Y,38.2755441,-122.2876961
MLS Listing,,Single Family Residential,1130 Rimrock Dr,Napa,CA,94558,450000,3,2.5,Berryessa,2205,12005,1992,97,204,,Active,,,http://www.redfin.com/CA/Napa/1130-Rimrock-Dr-94558/home/12198170,BAREIS,21728065,N,Y,38.507954,-122.1892163
MLS Listing,,Single Family Residential,1205 Hillview Ln,Napa,CA,94558,4500000,7,8,Napa,5448,43560,1901,105,826,,Active,,,http://www.redfin.com/CA/Napa/1205-Hillview-Ln-94558/home/50249232,BAREIS,21727700,N,Y,38.368756,-122.3408426
MLS Listing,,Single Family Residential,543 Franklin St,Napa,CA,94559,895000,3,2.5,Napa,1738,8878,1909,105,515,,Active,,,http://www.redfin.com/CA/Napa/543-Franklin-St-94559/home/12187764,BAREIS,21727704,N,Y,38.2947604,-122.2875189
MLS Listing,,Single Family Residential,1640 Pear Tree Ln,Napa,CA,94558,730000,4,2.5,Napa,2357,3075,2004,106,310,140,Active,,,http://www.redfin.com/CA/Napa/1640-Pear-Tree-Ln-94558/home/12222334,BAREIS,21727532,N,Y,38.3217761,-122.2877991
MLS Listing,,Single Family Residential,330 Franklin St,Napa,CA,94559,2398000,3,2.5,Napa,2659,8067,1910,112,902,,Active,,,http://www.redfin.com/CA/Napa/330-Franklin-St-94559/home/12190488,BAREIS,21725734,N,Y,38.2915032,-122.2880062
MLS Listing,,Single Family Residential,1021 Arroyo Linda Ct,Napa,CA,94558,375000,3,2.5,Berryessa,1192,10781,1985,114,315,,Active,,,http://www.redfin.com/CA/Napa/1021-Arroyo-Linda-Ct-94558/home/12198248,BAREIS,21726984,N,Y,38.513765,-122.191154
MLS Listing,,Single Family Residential,2588 Redwood Rd,Napa,CA,94558,1250000,4,4,Napa,1967,31363,1910,119,635,,Active,,,http://www.redfin.com/CA/Napa/2588-Redwood-Rd-94558/home/144289869,BAREIS,21726841,N,Y,38.3185985,-122.3258249
MLS Listing,,Single Family Residential,1084 La Londe Ln,Napa,CA,94558,5360850,4,3.5,Napa,3173,435600,1987,121,1690,,Active,March-25-2018 01:00 PM,March-25-2018 04:00 PM,http://www.redfin.com/CA/Napa/1084-La-Londe-Ln-94558/home/144350054,BAREIS,21726861,N,Y,38.319449,-122.245742
MLS Listing,,Single Family Residential,1041 Laurel St,Napa,CA,94559,724000,2,2,Napa,1688,2788,1900,121,429,,Active,,,http://www.redfin.com/CA/Napa/1041-Laurel-St-94559/home/12190689,BAREIS,21726845,N,Y,38.2914887,-122.2838419
MLS Listing,,Single Family Residential,7059 Silverado Trl,Napa,CA,94558,2103750,4,3,Napa,2561,43560,1978,126,821,,Active,,,http://www.redfin.com/CA/Napa/7059-Silverado-Trl-94558/home/12200563,BAREIS,21726418,N,Y,38.4298,-122.344077
MLS Listing,,Single Family Residential,1031 Rimrock Dr,Napa,CA,94558,499000,3,2,Berryessa,1638,8507,2007,126,305,,Active,,,http://www.redfin.com/CA/Napa/1031-Rimrock-Dr-94558/home/12198124,BAREIS,21726309,N,Y,38.511398,-122.191976
MLS Listing,,Single Family Residential,1580 El Centro Ave,Napa,CA,94558,850000,3,2,Napa,2087,11487,1991,127,407,,Active,,,http://www.redfin.com/CA/Napa/1580-El-Centro-Ave-94558/home/12203183,BAREIS,21726469,N,Y,38.3362216,-122.3147598
MLS Listing,,Single Family Residential,1556 El Centro Ave,Napa,CA,94558,975000,3,2,Napa,1412,36595,1931,127,691,,Active,,,http://www.redfin.com/CA/Napa/1556-El-Centro-Ave-94558/home/12203145,BAREIS,21726470,N,Y,38.3364142,-122.3144941
MLS Listing,,Single Family Residential,81 Homewood Ave,Napa,CA,94558,563000,3,2,Napa,1465,9984,1941,137,384,,Active,,,http://www.redfin.com/CA/Napa/81-Homewood-Ave-94558/home/12188384,BAREIS,21725788,N,Y,38.2947546,-122.3067876
MLS Listing,,Single Family Residential,3219 Vichy Ave,Napa,CA,94558,2390000,6,3,Napa,3900,119354,1954,138,613,,Active,,,http://www.redfin.com/CA/Napa/3219-Vichy-Ave-94558/home/12214490,BAREIS,21725757,N,Y,38.332476,-122.255381
MLS Listing,,Single Family Residential,13 Saint Francis Cir,Napa,CA,94558,889000,3,3,Napa,2748,8298,1990,142,324,,Active,,,http://www.redfin.com/CA/Napa/13-Saint-Francis-Cir-94558/home/12209932,BAREIS,21725348,N,Y,38.275622,-122.306699
MLS Listing,,Single Family Residential,5224 Big Ranch Rd,Napa,CA,94558,6995000,4,4,Napa,3320,89298,1999,147,2107,,Active,,,http://www.redfin.com/CA/Napa/5224-Big-Ranch-Rd-94558/home/144155636,BAREIS,21724939,N,Y,38.3738219,-122.313991
MLS Listing,,Single Family Residential,460 Monte Vista Ct,Napa,CA,94559,3695000,4,4.5,Napa,4040,72745,2017,148,915,240,Active,,,http://www.redfin.com/CA/Napa/460-Monte-Vista-Ct-94559/home/62766407,BAREIS,21724915,N,Y,38.307068,-122.260078
MLS Listing,,Single Family Residential,3100 Old Sonoma Rd,Napa,CA,94558,14500000,6,6.5,Napa,7135,1518066,2008,166,2032,,Active,,,http://www.redfin.com/CA/Napa/3100-Old-Sonoma-Rd-94558/home/12209199,BAREIS,21723747,N,Y,38.290694,-122.31673
MLS Listing,,Single Family Residential,1522 Yountville Cross Rd,Yountville,CA,94599,2195000,3,2,Yountville,2105,43560,1960,182,1043,,Active,,,http://www.redfin.com/CA/Yountville/1522-Yountville-Cross-Rd-94599/home/12200575,BAREIS,21722381,N,Y,38.4263032,-122.343145
MLS Listing,,Single Family Residential,406 Franklin St,Napa,CA,94559,1325000,3,3,Napa,2534,7937,1871,183,523,,Active,,,http://www.redfin.com/CA/Napa/406-Franklin-St-94559/home/12190428,BAREIS,21722099,N,Y,38.2926521,-122.2875189
MLS Listing,,Single Family Residential,811 Foster Rd,Napa,CA,94558,639000,3,2.5,Napa,2051,6769,1971,188,312,,Active,,,http://www.redfin.com/CA/Napa/811-Foster-Rd-94558/home/12209362,BAREIS,21721873,N,Y,38.2817877,-122.3062561
MLS Listing,,Single Family Residential,2421 2nd St,Napa,CA,94559,499000,3,1,Napa,1116,4890,1925,198,447,,Active,,,http://www.redfin.com/CA/Napa/2421-2nd-St-94559/home/12189614,BAREIS,21720457,N,Y,38.2971203,-122.3008966
MLS Listing,,Single Family Residential,3006 Hagen Rd,Napa,CA,94558,650000,2,1,Napa,1159,11099,1950,225,561,,Active,,,http://www.redfin.com/CA/Napa/3006-Hagen-Rd-94558/home/12214790,BAREIS,21718745,N,Y,38.3233823,-122.2522502
